Date,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
7/26/2017,VEHICLE THEFT,STOLEN MOTORCYCLE,Wednesday,NORTHERN,NONE,2800 Block of FRANKLIN ST,-122.4261236,37.80046505
7/26/2017,ASSAULT,THREATS AGAINST LIFE,Wednesday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.3655654,37.8096707
7/26/2017,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Wednesday,MISSION,NONE,200 Block of FLORIDA ST,-122.4115867,37.7661903
7/26/2017,NON-CRIMINAL,AIDED CASE,Wednesday,PARK,NONE,1600 Block of MCALLISTER ST,-122.4392229,37.77774275
7/26/2017,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4076335,37.78418935
7/26/2017,MISSING PERSON,FOUND PERSON,Wednesday,PARK,NONE,1400 Block of 7TH AV,-122.4640448,37.76131618
7/26/2017,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,NORTHERN,"ARREST, BOOKED",LARKIN ST / SUTTER ST,-122.4184677,37.78796526
7/26/2017,FRAUD,"FALSE PRETENSES, GRAND THEFT",Wednesday,CENTRAL,NONE,300 Block of SUTTER ST,-122.4062037,37.78958498
7/26/2017,NON-CRIMINAL,"LICENSE PLATE, RECOVERED",Wednesday,INGLESIDE,NONE,100 Block of TRUMBULL ST,-122.4272402,37.73079225
7/26/2017,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,SOUTHERN,NONE,1200 Block of HOWARD ST,-122.4123497,37.77555585
7/26/2017,ROBBERY,ATTEMPTED ROBBERY WITH A KNIFE,Wednesday,TENDERLOIN,NONE,100 Block of GOLDEN GATE AV,-122.413048,37.78191196
7/26/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,INGLESIDE,NONE,200 Block of 28TH ST,-122.4279455,37.7451759
7/26/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,7TH ST / MISSION ST,-122.4109392,37.77921226
7/26/2017,WEAPON LAWS,POSS OF LOADED FIREARM,Wednesday,MISSION,"ARREST, BOOKED",MISSION ST / 14TH ST,-122.4199834,37.76827268
7/26/2017,ASSAULT,THREATS AGAINST LIFE,Wednesday,SOUTHERN,NONE,900 Block of MARKET ST,-122.4095367,37.78269112
7/26/2017,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,MISSION,"ARREST, BOOKED",MISSION ST / 14TH ST,-122.4199834,37.76827268
7/26/2017,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,CENTRAL,NONE,TAYLOR ST / JEFFERSON ST,-122.4158057,37.80821201
7/26/2017,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Wednesday,NORTHERN,NONE,GOUGH ST / GREEN ST,-122.4270837,37.79719996
7/26/2017,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Wednesday,NORTHERN,NONE,700 Block of EDDY ST,-122.420026,37.78305001
7/26/2017,MISSING PERSON,FOUND PERSON,Wednesday,TARAVAL,NONE,100 Block of FONT BL,-122.4736441,37.71555367
7/26/2017,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,CENTRAL,NONE,BEACH ST / JONES ST,-122.4172651,37.80707305
7/26/2017,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,TARAVAL,NONE,500 Block of VICENTE ST,-122.4727707,37.73949647
7/26/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,7TH ST / TOWNSEND ST,-122.4016581,37.77181658
7/26/2017,OTHER OFFENSES,RESISTING ARREST,Wednesday,SOUTHERN,"ARREST, BOOKED",8TH ST / HARRISON ST,-122.4085184,37.7737604
7/26/2017,NON-CRIMINAL,LOST PROPERTY,Wednesday,SOUTHERN,NONE,HARRISON ST / 4TH ST,-122.3996176,37.78079066
7/26/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
7/26/2017,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,SOUTHERN,"ARREST, BOOKED",0 Block of BONIFACIO ST,-122.4000021,37.78200259
7/26/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,2200 Block of VANNESS AV,-122.4236828,37.79620462
7/26/2017,VEHICLE THEFT,"AUTO, GRAND THEFT OF",Wednesday,CENTRAL,"ARREST, BOOKED",POST ST / TRADER VIC AL,-122.4123472,37.78779
7/26/2017,MISSING PERSON,FOUND PERSON,Wednesday,CENTRAL,UNFOUNDED,BUSH ST / STOCKTON ST,-122.4071522,37.79036558
7/26/2017,NON-CRIMINAL,FOUND PROPERTY,Wednesday,PARK,NONE,0 Block of DOWNEY ST,-122.4474446,37.76801383
7/26/2017,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Wednesday,NORTHERN,"ARREST, BOOKED",400 Block of LARKIN ST,-122.4171758,37.78193108
7/26/2017,ASSAULT,BATTERY,Wednesday,PARK,NONE,300 Block of LAGUNAHONDA BL,-122.4586802,37.74815547
7/26/2017,OTHER OFFENSES,VIOLATION OF PARK CODE,Wednesday,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441
7/26/2017,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,BAYVIEW,NONE,2600 Block of SAN BRUNO AV,-122.403907,37.72820559
7/26/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,3600 Block of LYON ST,-122.4482784,37.80427189
7/26/2017,MISSING PERSON,MISSING ADULT,Wednesday,TARAVAL,NONE,100 Block of FONT BL,-122.4736441,37.71555367
7/26/2017,ASSAULT,THREATS AGAINST LIFE,Wednesday,SOUTHERN,NONE,100 Block of MARKET ST,-122.3958859,37.79343959
7/26/2017,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Wednesday,CENTRAL,"ARREST, BOOKED",POST ST / TRADER VIC AL,-122.4123472,37.78779
7/26/2017,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4076335,37.78418935
7/26/2017,NON-CRIMINAL,"LICENSE PLATE, RECOVERED",Wednesday,TARAVAL,NONE,LA PLAYA ST / LINCOLN WY,-122.5093996,37.76402983
7/26/2017,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,SOUTHERN,NONE,0 Block of THE EMBARCADERONORTH ST,-122.3877113,37.78841856
7/26/2017,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,BAYVIEW,NONE,SILVER AV / BAY SHORE BL,-122.4046584,37.7329487
7/26/2017,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,MISSION,NONE,200 Block of DIVISION ST,-122.407449,37.76932611
7/26/2017,OTHER OFFENSES,RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER,Wednesday,NORTHERN,NONE,GOUGH ST / GREEN ST,-122.4270837,37.79719996
7/26/2017,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,PARK,"ARREST, BOOKED",UPPER TR / BUENAVISTAEAST AV,-122.4425772,37.76592745
7/26/2017,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,CENTRAL,NONE,2500 Block of TAYLOR ST,-122.41527,37.80589801
7/26/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,500 Block of WASHINGTON ST,-122.4021992,37.79560409
7/26/2017,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,INGLESIDE,NONE,GENEVA AV / BROOKDALE AV,-122.4245493,37.71010327
7/26/2017,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,NORTHERN,NONE,2000 Block of UNION ST,-122.4330303,37.79734625
7/26/2017,WARRANTS,WARRANT ARREST,Wednesday,CENTRAL,"ARREST, BOOKED",300 Block of BAY ST,-122.4128038,37.80577399
7/26/2017,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,PARK,"ARREST, BOOKED",UPPER TR / BUENAVISTAEAST AV,-122.4425772,37.76592745
7/26/2017,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,SOUTHERN,NONE,0 Block of 3RD ST,-122.4032848,37.78730642
7/26/2017,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,CENTRAL,NONE,2800 Block of LEAVENWORTH ST,-122.4190672,37.80733393
7/26/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,900 Block of MISSION ST,-122.4080525,37.78156683
7/26/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,GOLDEN GATE AV / BUCHANAN ST,-122.4286444,37.779987
7/26/2017,MISSING PERSON,FOUND PERSON,Wednesday,TARAVAL,NONE,2600 Block of 28TH AV,-122.4851006,37.73828383
7/26/2017,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Wednesday,NORTHERN,"ARREST, BOOKED",400 Block of LARKIN ST,-122.4171758,37.78193108
7/26/2017,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,TARAVAL,NONE,TARAVAL ST / 33RD AV,-122.4906915,37.742388
7/26/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,MISSION,"ARREST, BOOKED",2700 Block of 22ND ST,-122.4089609,37.75597181
7/26/2017,WARRANTS,WARRANT ARREST,Wednesday,NORTHERN,"ARREST, BOOKED",LARKIN ST / SUTTER ST,-122.4184677,37.78796526
7/26/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,900 Block of MISSION ST,-122.4080525,37.78156683
7/26/2017,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,SOUTHERN,"ARREST, BOOKED",700 Block of MISSION ST,-122.40307,37.78526863
7/26/2017,"SEX OFFENSES, FORCIBLE",ASSAULT TO RAPE WITH BODILY FORCE,Wednesday,TENDERLOIN,NONE,200 Block of EDDY ST,-122.4118001,37.78408904
7/26/2017,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Wednesday,CENTRAL,NONE,900 Block of SUTTER ST,-122.416033,37.78833512
7/26/2017,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Wednesday,PARK,"ARREST, BOOKED",UPPER TR / BUENAVISTAEAST AV,-122.4425772,37.76592745
7/26/2017,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Wednesday,CENTRAL,NONE,700 Block of SUTTER ST,-122.4127403,37.78875511
7/26/2017,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,PARK,"ARREST, BOOKED",UPPER TR / BUENAVISTAEAST AV,-122.4425772,37.76592745
7/26/2017,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Wednesday,PARK,"ARREST, BOOKED",UPPER TR / BUENAVISTAEAST AV,-122.4425772,37.76592745
7/26/2017,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,CENTRAL,"ARREST, BOOKED",DRUMM ST / SACRAMENTO ST,-122.3965886,37.79458764
7/26/2017,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Wednesday,MISSION,NONE,1700 Block of 15TH ST,-122.4226574,37.76644742
7/26/2017,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,INGLESIDE,NONE,100 Block of TRUMBULL ST,-122.4272402,37.73079225
7/26/2017,NON-CRIMINAL,LOST PROPERTY,Wednesday,CENTRAL,NONE,2800 Block of TAYLOR ST,-122.4159234,37.80859051
7/26/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,NORTHERN,NONE,GOUGH ST / GREEN ST,-122.4270837,37.79719996
7/26/2017,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Wednesday,NORTHERN,NONE,1600 Block of CLAY ST,-122.4202541,37.79254039
7/26/2017,NON-CRIMINAL,LOST PROPERTY,Wednesday,RICHMOND,NONE,500 Block of ARGUELLO BL,-122.4587248,37.78027953
7/26/2017,VEHICLE THEFT,STOLEN TRUCK,Wednesday,PARK,"ARREST, BOOKED",UPPER TR / BUENAVISTAEAST AV,-122.4425772,37.76592745
7/26/2017,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,NORTHERN,NONE,1300 Block of EDDY ST,-122.4298289,37.78169036
7/26/2017,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Wednesday,NORTHERN,"ARREST, BOOKED",OLIVE ST / POLK ST,-122.4194581,37.78449902
7/26/2017,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,TENDERLOIN,NONE,100 Block of MASON ST,-122.4093368,37.78483373
7/26/2017,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,TARAVAL,NONE,1500 Block of 32ND AV,-122.490797,37.75826439
7/26/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,BAY ST / MIDWAY ST,-122.4094925,37.80613061
7/26/2017,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,SOUTHERN,NONE,9TH ST / FOLSOM ST,-122.4116124,37.77376796
7/26/2017,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,TENDERLOIN,NONE,100 Block of MASON ST,-122.4093368,37.78483373
7/26/2017,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,NORTHERN,NONE,FERN ST / POLK ST,-122.420212,37.78822254
7/26/2017,MISSING PERSON,MISSING ADULT,Wednesday,CENTRAL,UNFOUNDED,BUSH ST / STOCKTON ST,-122.4071522,37.79036558
7/26/2017,ASSAULT,BATTERY,Wednesday,BAYVIEW,"ARREST, BOOKED",100 Block of THORNTON AV,-122.3939149,37.73083647
7/26/2017,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Wednesday,CENTRAL,NONE,400 Block of SUTTER ST,-122.4078027,37.78938189
7/26/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,SOUTHERN,NONE,NATOMA ST / 8TH ST,-122.4121609,37.7766598
7/26/2017,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Wednesday,TARAVAL,"ARREST, BOOKED",1700 Block of SLOAT BL,-122.4917895,37.73413456
7/26/2017,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,SOUTHERN,NONE,9TH ST / MISSION ST,-122.4147143,37.77623104
7/26/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,1000 Block of PINE ST,-122.4130959,37.7905117
7/26/2017,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,MISSION,NONE,1300 Block of GUERRERO ST,-122.4227657,37.74954977
7/26/2017,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,SOUTHERN,NONE,1600 Block of MARKET ST,-122.4221276,37.77303302
7/26/2017,ASSAULT,BATTERY,Wednesday,BAYVIEW,NONE,23RD ST / DEHARO ST,-122.4006266,37.75462932
7/26/2017,ASSAULT,BATTERY,Wednesday,SOUTHERN,NONE,1300 Block of MARKET ST,-122.4168189,37.7769362
7/26/2017,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF DRUGS,Wednesday,CENTRAL,"ARREST, BOOKED",POST ST / TRADER VIC AL,-122.4123472,37.78779
7/26/2017,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Wednesday,TARAVAL,NONE,1400 Block of 10TH AV,-122.4672552,37.76117533
7/26/2017,ASSAULT,BATTERY,Wednesday,NORTHERN,NONE,GEARY BL / LAGUNA ST,-122.4279912,37.78495312
7/26/2017,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,TARAVAL,NONE,OCEAN AV / JULES AV,-122.4612085,37.72495025
7/26/2017,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,CENTRAL,NONE,700 Block of PACIFIC AV,-122.4080147,37.79669972
7/26/2017,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Wednesday,MISSION,"ARREST, BOOKED",2500 Block of MISSION ST,-122.4187538,37.75622501
7/26/2017,MISSING PERSON,FOUND PERSON,Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/26/2017,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Wednesday,NORTHERN,NONE,500 Block of LAGUNA ST,-122.4260506,37.77576968
7/26/2017,BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Wednesday,INGLESIDE,NONE,400 Block of CAMBRIDGE ST,-122.4182161,37.72579441
7/26/2017,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,CENTRAL,NONE,TAYLOR ST / JEFFERSON ST,-122.4158057,37.80821201
7/26/2017,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,NORTHERN,NONE,300 Block of MCALLISTER ST,-122.4177779,37.78030899
7/26/2017,LARCENY/THEFT,GRAND THEFT BICYCLE,Wednesday,TENDERLOIN,NONE,100 Block of OFARRELL ST,-122.4072224,37.78645626
7/26/2017,TRESPASS,TRESPASSING,Wednesday,SOUTHERN,"ARREST, BOOKED",700 Block of MISSION ST,-122.40307,37.78526863
7/26/2017,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Wednesday,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.4119658,37.78491419
7/26/2017,DRUG/NARCOTIC,SALE OF HEROIN,Wednesday,NORTHERN,NONE,300 Block of MCALLISTER ST,-122.4177779,37.78030899
7/26/2017,VEHICLE THEFT,STOLEN TRUCK,Wednesday,CENTRAL,NONE,1300 Block of PINE ST,-122.4180281,37.78988129
7/26/2017,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.4113396,37.78127074
7/26/2017,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,SOUTHERN,"ARREST, BOOKED",0 Block of TOWNSEND ST,-122.3891783,37.78170626
7/26/2017,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Wednesday,PARK,NONE,1900 Block of OFARRELL ST,-122.4368352,37.78270985
7/26/2017,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,SOUTHERN,"ARREST, BOOKED",3RD ST / CHANNEL ST,-122.3898981,37.77489819
7/26/2017,OTHER OFFENSES,FALSE PERSONATION,Wednesday,MISSION,NONE,2500 Block of 25TH ST,-122.4037685,37.75181825
7/26/2017,OTHER OFFENSES,FALSE PERSONATION AND CHEAT CRIMES (GENERAL),Wednesday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4076335,37.78418935
7/26/2017,NON-CRIMINAL,FOUND PROPERTY,Wednesday,CENTRAL,NONE,CALIFORNIA ST / POWELL ST,-122.4091752,37.79204141
7/26/2017,NON-CRIMINAL,FOUND PROPERTY,Wednesday,CENTRAL,NONE,700 Block of VALLEJO ST,-122.4097917,37.79850835
7/26/2017,ASSAULT,BATTERY OF A POLICE OFFICER,Wednesday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.4113396,37.78127074
7/26/2017,OTHER OFFENSES,VIOLATION OF STAY AWAY ORDER,Wednesday,INGLESIDE,"ARREST, BOOKED",100 Block of GENEBERN WY,-122.4251267,37.73318974
7/26/2017,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Wednesday,BAYVIEW,NONE,IOWA ST / 23RD ST,-122.3919043,37.75515698
7/26/2017,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,NORTHERN,NONE,CALIFORNIA ST / WEBSTER ST,-122.4321974,37.78911452
7/26/2017,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,RICHMOND,NONE,3500 Block of GEARY BL,-122.4570162,37.78121638
7/26/2017,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Wednesday,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441
7/26/2017,ASSAULT,THREATS AGAINST LIFE,Wednesday,TARAVAL,"ARREST, BOOKED",1700 Block of SLOAT BL,-122.4917895,37.73413456
7/26/2017,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,PARK,NONE,1400 Block of MCALLISTER ST,-122.4359011,37.77816186
7/26/2017,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,PARK,NONE,1900 Block of OFARRELL ST,-122.4368352,37.78270985
7/26/2017,OTHER OFFENSES,RESISTING ARREST,Wednesday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.4113396,37.78127074
7/26/2017,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,BAYVIEW,"ARREST, BOOKED",OAKDALE AV / SELBY ST,-122.3996861,37.73990178
7/26/2017,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Wednesday,RICHMOND,NONE,400 Block of 3RD AV,-122.4610649,37.78017603
7/26/2017,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,MISSION,NONE,3100 Block of 24TH ST,-122.4157136,37.75235145
7/26/2017,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Wednesday,NORTHERN,NONE,1600 Block of POLK ST,-122.4210331,37.79193935
7/26/2017,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,BAYVIEW,"ARREST, BOOKED",OAKDALE AV / SELBY ST,-122.3996861,37.73990178
7/26/2017,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Wednesday,INGLESIDE,NONE,2400 Block of SAN JOSE AV,-122.4479109,37.71855407
7/26/2017,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Wednesday,SOUTHERN,"ARREST, BOOKED",0 Block of CLARENCE PL,-122.3925347,37.779614
7/26/2017,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,SOUTHERN,"ARREST, BOOKED",0 Block of CLARENCE PL,-122.3925347,37.779614
7/26/2017,ASSAULT,BATTERY,Wednesday,INGLESIDE,"ARREST, BOOKED",100 Block of GENEBERN WY,-122.4251267,37.73318974
7/26/2017,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,MISSION,NONE,3900 Block of 24TH ST,-122.4307942,37.7515575
7/26/2017,NON-CRIMINAL,LOST PROPERTY,Wednesday,TENDERLOIN,NONE,0 Block of POWELL ST,-122.4078454,37.78509432
7/26/2017,NON-CRIMINAL,AIDED CASE,Wednesday,NORTHERN,NONE,1100 Block of FILLMORE ST,-122.4321162,37.78003044
7/26/2017,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Wednesday,MISSION,NONE,100 Block of ALBION ST,-122.4226678,37.76364529
7/26/2017,VEHICLE THEFT,STOLEN TRUCK,Wednesday,MISSION,NONE,25TH ST / SHOTWELL ST,-122.4150147,37.75083639
7/26/2017,ASSAULT,BATTERY,Wednesday,SOUTHERN,NONE,6TH ST / BRYANT ST,-122.4025276,37.77603828
7/26/2017,ASSAULT,BATTERY,Wednesday,MISSION,NONE,POTRERO AV / 24TH ST,-122.4063384,37.75300429
7/26/2017,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441
7/26/2017,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,TARAVAL,NONE,0 Block of JOSIAH AV,-122.4529137,37.71820405
7/26/2017,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,CENTRAL,NONE,200 Block of SACRAMENTO ST,-122.3983835,37.79430355
7/26/2017,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,SOUTHERN,NONE,3RD ST / JESSIE ST,-122.4025787,37.78667896
7/26/2017,LARCENY/THEFT,PETTY THEFT BICYCLE,Wednesday,SOUTHERN,NONE,900 Block of 4TH ST,-122.3928886,37.77535997
7/26/2017,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,SOUTHERN,NONE,1300 Block of MARKET ST,-122.4168189,37.7769362
7/26/2017,NON-CRIMINAL,AIDED CASE,Wednesday,MISSION,NONE,GUERRERO ST / 19TH ST,-122.423644,37.75996673
7/26/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,INGLESIDE,NONE,200 Block of SILVER AV,-122.4318097,37.72895885
7/26/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,MISSION,NONE,20TH ST / BRYANT ST,-122.4097704,37.75919522
7/26/2017,TRESPASS,TRESPASSING,Wednesday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.4119876,37.78502266
7/26/2017,NON-CRIMINAL,TURNED IN GUN,Wednesday,BAYVIEW,NONE,1800 Block of NEWHALL ST,-122.395114,37.73233038
7/26/2017,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Wednesday,MISSION,NONE,25TH ST / SHOTWELL ST,-122.4150147,37.75083639
7/26/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,400 Block of MASON ST,-122.4099253,37.7877641
7/26/2017,FRAUD,"FALSE PRETENSES, PETTY THEFT",Wednesday,INGLESIDE,NONE,300 Block of COLERIDGE ST,-122.4211898,37.74154739
7/26/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,RICHMOND,NONE,BEAUMONT AV / ANZA ST,-122.4548193,37.78011627
7/26/2017,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,BAYVIEW,NONE,100 Block of DAKOTA ST,-122.3956354,37.75356457
7/26/2017,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Wednesday,MISSION,NONE,18TH ST / CASTRO ST,-122.4350029,37.76088781
7/26/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,100 Block of BAY ST,-122.4083374,37.80622161
7/26/2017,ASSAULT,BATTERY,Wednesday,CENTRAL,NONE,300 Block of SUTTER ST,-122.4062037,37.78958498
7/26/2017,NON-CRIMINAL,FOUND PROPERTY,Wednesday,MISSION,NONE,1500 Block of SOUTH VAN NESS AV,-122.4159768,37.7486788
7/26/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,2800 Block of TAYLOR ST,-122.4157858,37.80860234
7/26/2017,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Wednesday,RICHMOND,NONE,4000 Block of GEARY BL,-122.4626927,37.78121707
7/26/2017,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,SOUTHERN,"ARREST, BOOKED",700 Block of MISSION ST,-122.40307,37.78526863
